0,1,0.02824290779946712
1,0,0.005930001471773349
1,2,0.012984914838160815
1,49,0.04035360699983813
2,1,0.028240722829453495
2,3,0.0
3,2,0.009639646283377296
3,4,0.001132391839883542
3,45,0.019767855733235352
4,3,0.0
4,5,0.006776701958308777
5,4,0.0014175882724757555
5,6,0.009688898416689035
6,5,0.004453798004781601
6,7,0.0030868906536772483
6,44,0.013841287200999941
7,6,0.00968873745191486
7,8,0.0012499457708626462
8,7,0.0034571255861244416
8,9,0.00649697452834009
8,44,0.0
9,8,0.0024712646493330035
9,10,0.003979441902229075
9,53,0.009656652563978027
10,9,0.004735277058413074
10,11,0.0003589001746569801
10,56,0.03608708692556761
11,10,0.007378390917293849
11,12,0.05749888813785344
11,57,0.0
12,11,0.019502948991932965
12,13,0.029455894628222342
12,58,0.08235429999425428
13,12,0.05764757218243133
13,14,0.007859994192609793
14,13,0.03999226542318006
14,15,0.005915378844992665
15,14,0.003020576091439369
15,16,0.0281920018660735
16,15,0.008853869435089284
16,17,0.04035317507756561
17,16,0.015685714143305104
17,18,0.057648009912903864
18,17,0.03743480396518204
18,19,0.08235429999985475
19,18,0.02938449500814471
19,20,0.11764899999999981
20,19,0.0775517591808271
20,21,0.1680699999999998
21,20,0.09961994055170642
21,22,0.24009999999999979
22,21,0.16462103175185747
22,23,0.34299999999999975
22,60,0.15964387563129126
23,22,0.23996489762207227
23,24,0.4899999999999997
24,23,0.33822910038357457
24,25,0.6999999999999997
25,24,0.4899831226348519
25,26,0.9999999999999999
26,25,0.0
26,27,0.0
27,26,0.9999999999999999
27,28,0.4899945470356903
27,48,0.4899658741397347
28,27,0.6999999999999997
28,29,0.3232041803802665
29,28,0.48999999999999594
29,30,0.12228232836234544
29,48,0.0
30,29,0.34299989186828106
30,31,0.0835183492745673
31,30,0.23953893974855284
31,32,0.07202920426771577
32,31,0.061268290747456385
32,33,0.11042070204887094
32,47,0.34299997430076196
33,32,0.17397034658676905
33,34,0.0515871811485259
33,46,0.24009996303732642
34,33,0.08571554951133709
34,35,0.11758519660083143
35,34,0.04726938774275823
35,36,0.16806999999192757
36,35,0.11758941475784764
36,37,0.11761679983049236
36,46,0.24009999999999979
37,36,0.1680699999999998
37,38,0.08221849285524394
37,52,0.08234625500225261
38,37,0.11764899999999984
38,39,0.057632349524696744
38,51,0.0576354702843527
39,38,0.08235429999999987
39,40,0.040352896089556986
39,49,0.04035342445300708
40,39,0.057648009999999895
40,41,0.028238845831075825
41,40,0.040353606999999916
41,42,0.015118153899200602
41,45,0.01906201895512866
42,41,0.028247524899738814
42,43,0.007058264560899799
43,42,0.019773261156205438
43,44,0.013841287200999771
43,53,0.003478131094299525
44,6,0.008807389290479051
44,8,0.003203104154009229
44,43,0.0087279328897212
44,45,0.01977326742999995
45,3,0.012631931831546329
45,41,0.028247524899999935
45,44,0.013640779195410306
46,33,0.1680084188236548
46,36,0.16806734823567737
46,47,0.34299999999999975
47,32,0.2400402061044729
47,46,0.240099443648767
47,48,0.4899999999999997
48,27,0.6999999999999997
48,29,0.3427451653047038
48,47,0.34297547538497536
49,1,0.024022662843216563
49,39,0.057648009999999895
49,50,0.017285709721489868
50,49,0.04034039491264877
50,51,0.036708749330418164
51,38,0.0823542966057659
51,50,0.0
51,52,0.02470589968893977
52,37,0.11764899896187304
52,51,0.017294329432406386
53,9,0.002397453758002983
53,43,0.013840882155868138
53,54,0.0036578744099795978
54,53,0.009566813465143572
54,55,0.005061024673991082
55,54,0.0013754077353115045
55,56,0.039283736396968055
56,10,0.0023288611754741155
56,55,0.00012763047933863586
56,57,0.05764734441616758
57,11,0.029068450989420506
57,56,0.022865388225711793
57,58,0.08235429967649438
58,12,0.03578245833516703
58,57,0.052140850361649574
58,59,0.11764899999999984
59,58,0.07909557809726804
59,60,0.1680699999999998
60,22,0.24009999999999979
60,59,0.11612869345834671
